DATASET_COLORSTRIP

SEPARATOR TAB

DATASET_LABEL	ponA 537
COLOR	#88419d

LEGEND_TITLE	ponA 537
SRR5827351	#b3cde3	Y
SRR5827352	#b3cde3	Y
SRR5827353	#b3cde3	Y
SRR5827358	#b3cde3	Y
SRR5827361	#b3cde3	Y
SRR5827363	#b3cde3	Y
SRR5827365	#b3cde3	Y
SRR5827366	#88419d	C
SRR5827368	#b3cde3	Y
SRR5827372	#b3cde3	Y
SRR5827373	#b3cde3	Y
SRR5827374	#b3cde3	Y
SRR5827380	#b3cde3	Y
SRR5827382	#b3cde3	Y
SRR5827384	#b3cde3	Y
SRR5827385	#b3cde3	Y
SRR5827387	#b3cde3	Y
SRR5827388	#b3cde3	Y
SRR5827389	#b3cde3	Y
SRR5827390	#b3cde3	Y
SRR5827395	#88419d	C
SRR5827398	#b3cde3	Y
SRR5827402	#b3cde3	Y
SRR5827403	#b3cde3	Y
SRR5827405	#b3cde3	Y
SRR5827406	#b3cde3	Y
SRR5827407	#b3cde3	Y
SRR5827409	#b3cde3	Y
SRR5827411	#88419d	C
SRR5827412	#b3cde3	Y
SRR5827413	#b3cde3	Y
SRR5827415	#b3cde3	Y
SRR24303588	#b3cde3	Y
SRR24303589	#b3cde3	Y
SRR24303591	#b3cde3	Y
SRR24303593	#b3cde3	Y
SRR24303594	#b3cde3	Y
SRR24303596	#b3cde3	Y
SRR24303598	#b3cde3	Y
SRR24303599	#b3cde3	Y
ERR3851416	#b3cde3	Y
ERR3851418	#b3cde3	Y
ERR3851423	#b3cde3	Y
ERR3851424	#b3cde3	Y
ERR3851427	#b3cde3	Y
ERR3851428	#b3cde3	Y
ERR3851432	#b3cde3	Y
ERR3851434	#b3cde3	Y
ERR3851435	#b3cde3	Y
ERR3851440	#b3cde3	Y
ERR3851442	#b3cde3	Y
ERR3851446	#b3cde3	Y
ERR3851447	#b3cde3	Y
ERR3851448	#b3cde3	Y
ERR3851451	#b3cde3	Y
ERR3851457	#b3cde3	Y
ERR3851460	#b3cde3	Y
ERR3851464	#b3cde3	Y
ERR3851467	#b3cde3	Y
ERR3851474	#b3cde3	Y
ERR3851476	#b3cde3	Y
ERR3851477	#b3cde3	Y
ERR3851488	#b3cde3	Y
ERR3851491	#b3cde3	Y
ERR3851497	#b3cde3	Y
ERR3851499	#b3cde3	Y
ERR3851503	#b3cde3	Y
ERR3851504	#b3cde3	Y
ERR3851507	#b3cde3	Y
ERR3851509	#b3cde3	Y
ERR3851512	#b3cde3	Y
ERR3851518	#b3cde3	Y
ERR3851519	#b3cde3	Y
ERR3851520	#b3cde3	Y
ERR3851523	#b3cde3	Y
ERR3851526	#b3cde3	Y
ERR3851529	#b3cde3	Y
ERR3851534	#b3cde3	Y
ERR3851538	#b3cde3	Y
ERR3851540	#b3cde3	Y
ERR3851543	#b3cde3	Y
ERR3851545	#b3cde3	Y
ERR3851546	#b3cde3	Y
ERR3851549	#b3cde3	Y
ERR3851556	#b3cde3	Y
ERR3851557	#b3cde3	Y
ERR3851560	#b3cde3	Y
ERR3851563	#b3cde3	Y
ERR3851564	#b3cde3	Y
ERR3851566	#b3cde3	Y
ERR3851567	#b3cde3	Y
ERR3851571	#b3cde3	Y
ERR3851575	#b3cde3	Y
ERR3851580	#b3cde3	Y
ERR3851581	#b3cde3	Y
ERR3851583	#b3cde3	Y
ERR3851587	#b3cde3	Y
ERR3851590	#b3cde3	Y
ERR3851594	#b3cde3	Y
ERR3851595	#b3cde3	Y
ERR3851596	#b3cde3	Y
ERR3851602	#b3cde3	Y
ERR3851606	#b3cde3	Y
ERR3851609	#b3cde3	Y
ERR3851610	#b3cde3	Y
ERR3851613	#b3cde3	Y
ERR3851615	#b3cde3	Y
ERR3851619	#b3cde3	Y
ERR3851621	#b3cde3	Y
ERR3851626	#b3cde3	Y
ERR3851627	#b3cde3	Y
ERR3851633	#b3cde3	Y
ERR3851634	#b3cde3	Y
ERR3851641	#b3cde3	Y
ERR3851642	#b3cde3	Y
ERR3851643	#b3cde3	Y
ERR3851644	#b3cde3	Y
ERR3851646	#b3cde3	Y
ERR3851647	#b3cde3	Y
ERR3851651	#b3cde3	Y
ERR3851654	#b3cde3	Y
ERR3851656	#b3cde3	Y
ERR3851659	#b3cde3	Y
ERR3851662	#b3cde3	Y
ERR3851666	#b3cde3	Y
ERR3851671	#b3cde3	Y
ERR3851673	#b3cde3	Y
ERR3851677	#b3cde3	Y
ERR3851679	#b3cde3	Y
ERR3851681	#b3cde3	Y
ERR3851682	#b3cde3	Y
ERR3851683	#b3cde3	Y
ERR3851684	#b3cde3	Y
ERR3851687	#b3cde3	Y
ERR3851688	#b3cde3	Y
ERR3851689	#b3cde3	Y
ERR3851693	#b3cde3	Y
ERR3851695	#b3cde3	Y
ERR3851703	#b3cde3	Y
ERR3851704	#b3cde3	Y
ERR3851706	#b3cde3	Y
ERR3851707	#b3cde3	Y
ERR3851708	#b3cde3	Y
ERR3851710	#b3cde3	Y
ERR3851711	#b3cde3	Y
ERR3851712	#b3cde3	Y
ERR3851716	#b3cde3	Y
ERR3851717	#b3cde3	Y
ERR3851718	#b3cde3	Y
ERR3851719	#b3cde3	Y
ERR3851720	#b3cde3	Y
ERR3851722	#b3cde3	Y
ERR3851726	#b3cde3	Y
ERR3851730	#b3cde3	Y
ERR3851733	#b3cde3	Y
ERR3851734	#b3cde3	Y
ERR3851735	#b3cde3	Y
ERR3851737	#b3cde3	Y
ERR3851740	#b3cde3	Y
ERR3851742	#b3cde3	Y
ERR3851745	#b3cde3	Y
ERR3851750	#b3cde3	Y
ERR3851756	#b3cde3	Y
ERR3851759	#b3cde3	Y
ERR3851760	#b3cde3	Y
ERR3851765	#b3cde3	Y
ERR3851774	#b3cde3	Y
ERR3851775	#b3cde3	Y
ERR3851777	#b3cde3	Y
ERR3851779	#b3cde3	Y
ERR3851780	#b3cde3	Y
ERR3851783	#b3cde3	Y
ERR3851786	#b3cde3	Y
ERR3851795	#b3cde3	Y
ERR3851797	#b3cde3	Y
ERR3851799	#b3cde3	Y
ERR3851800	#b3cde3	Y
ERR3851802	#b3cde3	Y
ERR3851803	#b3cde3	Y
ERR3851804	#b3cde3	Y
ERR3851808	#b3cde3	Y
ERR3851810	#b3cde3	Y
ERR3851811	#b3cde3	Y
ERR3851814	#b3cde3	Y
ERR3851817	#b3cde3	Y
ERR3851819	#b3cde3	Y
ERR3851820	#b3cde3	Y
ERR3851822	#b3cde3	Y
ERR3851824	#b3cde3	Y
ERR3851830	#b3cde3	Y
ERR3851831	#b3cde3	Y
ERR3851832	#b3cde3	Y
ERR3851833	#b3cde3	Y
ERR3851835	#b3cde3	Y
ERR3851839	#b3cde3	Y
ERR3851842	#b3cde3	Y
ERR3851844	#b3cde3	Y
ERR3851845	#b3cde3	Y
ERR3851846	#b3cde3	Y
ERR3851851	#b3cde3	Y
ERR3851864	#b3cde3	Y
ERR3851870	#b3cde3	Y
ERR3851875	#b3cde3	Y
ERR3851877	#b3cde3	Y
ERR3851879	#b3cde3	Y
ERR3851883	#b3cde3	Y
ERR3851885	#b3cde3	Y
ERR3851892	#b3cde3	Y
ERR3851893	#b3cde3	Y
ERR3851895	#b3cde3	Y
ERR3851896	#b3cde3	Y
ERR3851899	#b3cde3	Y
ERR3851900	#b3cde3	Y
ERR3851904	#b3cde3	Y
SRR11903833	#b3cde3	Y
SRR11903835	#b3cde3	Y
SRR11903836	#b3cde3	Y
SRR11903839	#b3cde3	Y
SRR11903840	#b3cde3	Y
SRR11903842	#b3cde3	Y
SRR11903843	#b3cde3	Y
SRR11903844	#b3cde3	Y
SRR11903848	#b3cde3	Y
SRR11903859	#b3cde3	Y
SRR11903860	#b3cde3	Y
SRR11903861	#b3cde3	Y
SRR11903862	#b3cde3	Y
SRR11903863	#b3cde3	Y
SRR11903864	#b3cde3	Y
SRR11903866	#b3cde3	Y
SRR11903867	#b3cde3	Y
SRR11903868	#b3cde3	Y
SRR11903869	#b3cde3	Y
SRR11903873	#b3cde3	Y
SRR11903874	#b3cde3	Y
SRR11903875	#b3cde3	Y
SRR11903876	#b3cde3	Y
SRR11903877	#b3cde3	Y
SRR11903879	#b3cde3	Y
SRR11903881	#b3cde3	Y
SRR11903882	#b3cde3	Y
SRR11903884	#b3cde3	Y
SRR11903885	#b3cde3	Y
SRR11903886	#b3cde3	Y
SRR11903890	#b3cde3	Y
SRR11903897	#b3cde3	Y
SRR11903901	#b3cde3	Y
SRR11903902	#b3cde3	Y
SRR11903906	#b3cde3	Y
SRR11903907	#b3cde3	Y
SRR11903908	#b3cde3	Y
SRR11903909	#b3cde3	Y
SRR11903912	#b3cde3	Y
SRR11903913	#b3cde3	Y
SRR11903914	#b3cde3	Y
SRR11903915	#b3cde3	Y
SRR11903916	#b3cde3	Y
SRR11903917	#b3cde3	Y
SRR11903918	#b3cde3	Y
SRR11903919	#b3cde3	Y
SRR11903920	#b3cde3	Y
SRR11903921	#b3cde3	Y
SRR11903922	#b3cde3	Y
SRR11903928	#b3cde3	Y
SRR11903929	#b3cde3	Y
SRR11903930	#b3cde3	Y
SRR11903931	#b3cde3	Y
SRR11903932	#b3cde3	Y
SRR11903933	#b3cde3	Y
SRR11903934	#b3cde3	Y
SRR11903935	#b3cde3	Y
SRR11903936	#b3cde3	Y
SRR11903937	#b3cde3	Y
SRR11903938	#b3cde3	Y
SRR11903939	#b3cde3	Y
SRR11903941	#b3cde3	Y
SRR11903942	#b3cde3	Y
SRR11903943	#b3cde3	Y
SRR11903944	#b3cde3	Y
SRR11903945	#b3cde3	Y
SRR11903946	#b3cde3	Y
SRR11903947	#b3cde3	Y
SRR11903948	#b3cde3	Y
SRR11903949	#b3cde3	Y
SRR11903950	#b3cde3	Y
SRR11903951	#b3cde3	Y
SRR11903952	#b3cde3	Y
SRR11903953	#b3cde3	Y
SRR11903954	#b3cde3	Y
SRR11903955	#b3cde3	Y
SRR11903956	#b3cde3	Y
SRR11903962	#b3cde3	Y
SRR11903963	#b3cde3	Y
SRR11903967	#b3cde3	Y
SRR11903972	#b3cde3	Y
SRR11903975	#b3cde3	Y
SRR11903976	#b3cde3	Y
SRR11903977	#b3cde3	Y
SRR11903978	#b3cde3	Y
SRR11903980	#b3cde3	Y
SRR11903981	#b3cde3	Y
SRR11903982	#b3cde3	Y
SRR11903983	#b3cde3	Y
SRR11903984	#b3cde3	Y
SRR11903985	#b3cde3	Y
SRR11903991	#b3cde3	Y
SRR11903993	#b3cde3	Y
SRR11903994	#b3cde3	Y
SRR11903995	#b3cde3	Y
SRR11903996	#b3cde3	Y
SRR11903997	#b3cde3	Y
SRR11903998	#b3cde3	Y
SRR11903999	#b3cde3	Y
SRR11904000	#b3cde3	Y
SRR11904001	#b3cde3	Y
SRR11904002	#b3cde3	Y
SRR11904003	#b3cde3	Y
SRR11904004	#b3cde3	Y
SRR11904006	#b3cde3	Y
SRR11904007	#b3cde3	Y
SRR11904008	#b3cde3	Y
SRR11904009	#b3cde3	Y
SRR11904010	#b3cde3	Y
SRR11904011	#b3cde3	Y
SRR11904012	#b3cde3	Y
SRR11904013	#b3cde3	Y
SRR11904014	#b3cde3	Y
SRR11904016	#b3cde3	Y
SRR11904017	#b3cde3	Y
SRR11904019	#b3cde3	Y
SRR11904020	#b3cde3	Y
SRR11904021	#b3cde3	Y
SRR11904022	#b3cde3	Y
SRR11904023	#b3cde3	Y
SRR11904030	#b3cde3	Y
SRR11904031	#b3cde3	Y
SRR11904040	#b3cde3	Y
SRR11904041	#b3cde3	Y
SRR11904042	#b3cde3	Y
SRR11904043	#b3cde3	Y
SRR11904044	#b3cde3	Y
SRR11904045	#b3cde3	Y
SRR11904046	#b3cde3	Y
SRR11904047	#b3cde3	Y
SRR11904048	#b3cde3	Y
SRR11904049	#b3cde3	Y
SRR11904050	#b3cde3	Y
SRR11904051	#b3cde3	Y
SRR11904052	#b3cde3	Y
SRR11904053	#b3cde3	Y
SRR11904054	#b3cde3	Y
SRR11904055	#b3cde3	Y
SRR11904056	#b3cde3	Y
SRR11904058	#b3cde3	Y
SRR11904059	#b3cde3	Y
SRR11904060	#b3cde3	Y
SRR11904061	#b3cde3	Y
SRR11904062	#b3cde3	Y
SRR11904063	#b3cde3	Y
SRR11904064	#b3cde3	Y
SRR11904066	#b3cde3	Y
SRR11904074	#b3cde3	Y
SRR11904078	#b3cde3	Y
SRR11904079	#b3cde3	Y
SRR11904080	#b3cde3	Y
SRR11904081	#b3cde3	Y
SRR11904085	#b3cde3	Y
SRR11904090	#b3cde3	Y
SRR11904091	#b3cde3	Y
SRR11904092	#b3cde3	Y
SRR11904094	#b3cde3	Y
SRR11904095	#b3cde3	Y
SRR11904096	#b3cde3	Y
SRR11904100	#b3cde3	Y
SRR11904101	#b3cde3	Y
SRR11904102	#b3cde3	Y
SRR11904103	#b3cde3	Y
SRR11904104	#b3cde3	Y
SRR11904105	#b3cde3	Y
SRR11904109	#b3cde3	Y
SRR11904111	#b3cde3	Y
SRR11904112	#b3cde3	Y
SRR11904113	#b3cde3	Y
SRR11904114	#b3cde3	Y
SRR11904115	#b3cde3	Y
SRR11904116	#b3cde3	Y
SRR11904117	#b3cde3	Y
SRR11904118	#b3cde3	Y
SRR11904119	#b3cde3	Y
SRR11904121	#b3cde3	Y
SRR11904122	#b3cde3	Y
SRR11904125	#b3cde3	Y
SRR11904127	#b3cde3	Y
SRR11904128	#b3cde3	Y
SRR11904129	#b3cde3	Y
SRR11904130	#b3cde3	Y
SRR11904132	#b3cde3	Y
SRR11904134	#b3cde3	Y
SRR11904135	#b3cde3	Y
SRR11904137	#b3cde3	Y
SRR11904138	#b3cde3	Y
SRR11904139	#b3cde3	Y
SRR11904141	#b3cde3	Y
SRR11904142	#b3cde3	Y
SRR11904143	#b3cde3	Y
SRR11904144	#b3cde3	Y
SRR11904145	#b3cde3	Y
SRR11904147	#b3cde3	Y
SRR11904148	#b3cde3	Y
SRR11904149	#b3cde3	Y
SRR11904152	#b3cde3	Y
SRR11904154	#b3cde3	Y
SRR11904155	#b3cde3	Y
SRR11904157	#b3cde3	Y
SRR11904158	#b3cde3	Y
SRR11904159	#b3cde3	Y
SRR11904160	#b3cde3	Y
SRR11904161	#b3cde3	Y
SRR11904163	#b3cde3	Y
SRR11904165	#b3cde3	Y
SRR11904166	#b3cde3	Y
SRR11904167	#b3cde3	Y
SRR11904168	#b3cde3	Y
SRR11904169	#b3cde3	Y
SRR11904174	#b3cde3	Y
SRR11904175	#b3cde3	Y
SRR11904176	#b3cde3	Y
SRR11904178	#b3cde3	Y
SRR11904185	#b3cde3	Y
SRR11904187	#b3cde3	Y
SRR11904191	#b3cde3	Y
SRR11904192	#b3cde3	Y
SRR11904198	#b3cde3	Y
SRR11904199	#b3cde3	Y
SRR11904201	#b3cde3	Y
SRR11904202	#b3cde3	Y
SRR11904204	#b3cde3	Y
SRR11904205	#b3cde3	Y
SRR11904206	#b3cde3	Y
SRR11904207	#b3cde3	Y
SRR11904208	#b3cde3	Y
SRR11904209	#b3cde3	Y
SRR11904210	#b3cde3	Y
SRR11904211	#b3cde3	Y
SRR11904212	#b3cde3	Y
SRR11904213	#b3cde3	Y
SRR11904214	#b3cde3	Y
SRR11904215	#b3cde3	Y
SRR11904218	#b3cde3	Y
SRR11904221	#b3cde3	Y
SRR11904222	#b3cde3	Y
SRR11904223	#b3cde3	Y
SRR11904224	#b3cde3	Y
SRR11904226	#b3cde3	Y
SRR11904228	#88419d	C
SRR11904229	#b3cde3	Y
SRR11904230	#b3cde3	Y
SRR11904231	#b3cde3	Y
SRR11904232	#b3cde3	Y
SRR11904233	#b3cde3	Y
SRR11904236	#b3cde3	Y
SRR11904247	#b3cde3	Y
SRR11904253	#b3cde3	Y
SRR11904254	#b3cde3	Y
SRR11904257	#b3cde3	Y
SRR11904258	#b3cde3	Y
SRR11904259	#b3cde3	Y
SRR11904260	#b3cde3	Y
SRR11904263	#b3cde3	Y
SRR11904269	#b3cde3	Y
SRR11904278	#b3cde3	Y
SRR11904279	#b3cde3	Y
SRR11904280	#88419d	C
SRR11904281	#b3cde3	Y
SRR11904282	#b3cde3	Y
SRR11904288	#b3cde3	Y
SRR11904289	#b3cde3	Y
SRR11904290	#b3cde3	Y
SRR11904291	#b3cde3	Y
SRR11904292	#b3cde3	Y
SRR11904293	#b3cde3	Y
SRR11904294	#b3cde3	Y
SRR11904296	#b3cde3	Y
SRR11904297	#b3cde3	Y
SRR11904299	#b3cde3	Y
SRR11904301	#b3cde3	Y
SRR11904302	#b3cde3	Y
SRR11904303	#b3cde3	Y
SRR11904304	#b3cde3	Y
SRR11904305	#b3cde3	Y
SRR11904306	#b3cde3	Y
SRR11904307	#b3cde3	Y
SRR11904308	#b3cde3	Y
SRR11904309	#b3cde3	Y
SRR11904310	#b3cde3	Y
SRR11904311	#b3cde3	Y
SRR11904312	#b3cde3	Y
SRR11904313	#b3cde3	Y
SRR11904316	#b3cde3	Y
SRR11904317	#b3cde3	Y
SRR11904318	#b3cde3	Y
SRR11904319	#b3cde3	Y
SRR11904321	#b3cde3	Y
SRR11904322	#b3cde3	Y
SRR11904323	#b3cde3	Y
SRR11904324	#b3cde3	Y
SRR11904325	#b3cde3	Y
SRR11904326	#b3cde3	Y
SRR11904328	#b3cde3	Y
SRR11904329	#b3cde3	Y
SRR11904331	#b3cde3	Y
SRR11904333	#b3cde3	Y
SRR11904334	#b3cde3	Y
SRR11904335	#b3cde3	Y
SRR11904336	#b3cde3	Y
SRR11904337	#b3cde3	Y
SRR11904338	#b3cde3	Y
SRR11904339	#b3cde3	Y
SRR11904341	#b3cde3	Y
SRR11904342	#b3cde3	Y
SRR11904347	#b3cde3	Y
SRR11904350	#b3cde3	Y
SRR11904351	#b3cde3	Y
SRR11904352	#b3cde3	Y
SRR11904353	#b3cde3	Y
SRR11904354	#b3cde3	Y
SRR11904356	#b3cde3	Y
SRR11904359	#b3cde3	Y
SRR11904360	#b3cde3	Y
SRR11904361	#b3cde3	Y
SRR11904364	#b3cde3	Y
SRR11904366	#b3cde3	Y
SRR11904370	#b3cde3	Y
SRR11904371	#b3cde3	Y
SRR11904374	#b3cde3	Y
SRR11904375	#b3cde3	Y
SRR11904376	#b3cde3	Y
SRR11904378	#b3cde3	Y
SRR11904379	#b3cde3	Y
SRR11904383	#b3cde3	Y
SRR11904384	#b3cde3	Y
SRR11904385	#b3cde3	Y
SRR11904386	#b3cde3	Y
SRR11904387	#b3cde3	Y
SRR11904388	#b3cde3	Y
SRR11904390	#b3cde3	Y
SRR11904392	#b3cde3	Y
SRR11904393	#b3cde3	Y
SRR11904395	#b3cde3	Y
SRR11904396	#b3cde3	Y
SRR11904397	#b3cde3	Y
SRR11904398	#b3cde3	Y
SRR11904399	#b3cde3	Y
SRR11904400	#b3cde3	Y
SRR11904401	#b3cde3	Y
SRR11904403	#b3cde3	Y
SRR11904404	#b3cde3	Y
SRR11904407	#b3cde3	Y
SRR11904408	#b3cde3	Y
SRR11904410	#b3cde3	Y
SRR11904411	#b3cde3	Y
SRR11904412	#b3cde3	Y
SRR11904414	#b3cde3	Y
SRR11904415	#b3cde3	Y
SRR11904417	#b3cde3	Y
SRR11904420	#b3cde3	Y
SRR11904422	#b3cde3	Y
SRR11904423	#b3cde3	Y
SRR11904424	#b3cde3	Y
SRR11904426	#b3cde3	Y
SRR11904427	#b3cde3	Y
SRR11904429	#b3cde3	Y
SRR11904430	#b3cde3	Y
SRR11904431	#b3cde3	Y
SRR11904432	#b3cde3	Y
SRR11904437	#b3cde3	Y
SRR11904438	#b3cde3	Y
SRR11904439	#b3cde3	Y
SRR11904440	#b3cde3	Y
SRR11904441	#b3cde3	Y
SRR11904456	#b3cde3	Y
SRR11904457	#b3cde3	Y
SRR11904459	#b3cde3	Y
SRR11904460	#b3cde3	Y
SRR11904461	#b3cde3	Y
SRR11904462	#b3cde3	Y
SRR11904463	#b3cde3	Y
SRR11904465	#b3cde3	Y
SRR11904466	#b3cde3	Y
SRR11904467	#b3cde3	Y
SRR11904470	#b3cde3	Y
SRR11904472	#b3cde3	Y
SRR11904473	#b3cde3	Y
SRR11904474	#b3cde3	Y
SRR11904477	#b3cde3	Y
SRR11904479	#b3cde3	Y
SRR11904480	#b3cde3	Y
SRR11904481	#b3cde3	Y
SRR11904482	#b3cde3	Y
SRR11904485	#b3cde3	Y
SRR11904486	#b3cde3	Y
SRR11904488	#b3cde3	Y
SRR11904489	#b3cde3	Y
SRR11904490	#b3cde3	Y
SRR11904495	#b3cde3	Y
SRR11904496	#b3cde3	Y
SRR11904497	#b3cde3	Y
SRR11904501	#b3cde3	Y
SRR11904504	#b3cde3	Y
SRR11904505	#b3cde3	Y
SRR11904510	#b3cde3	Y
SRR11904511	#b3cde3	Y
SRR11904512	#b3cde3	Y
SRR11904513	#b3cde3	Y
SRR11904514	#b3cde3	Y
SRR11904519	#b3cde3	Y
SRR11904521	#b3cde3	Y
SRR11904524	#b3cde3	Y
SRR11904526	#b3cde3	Y
SRR11904528	#b3cde3	Y
SRR11904532	#b3cde3	Y
SRR11904533	#b3cde3	Y
SRR11904536	#b3cde3	Y
SRR11904537	#b3cde3	Y
SRR11904538	#b3cde3	Y
SRR11904539	#b3cde3	Y
SRR11904545	#b3cde3	Y
SRR11904548	#b3cde3	Y
SRR11904551	#b3cde3	Y
SRR11904552	#b3cde3	Y
SRR11904562	#b3cde3	Y
SRR11904564	#b3cde3	Y
SRR11904567	#b3cde3	Y
SRR11904568	#b3cde3	Y
SRR11904569	#b3cde3	Y
SRR11904570	#b3cde3	Y
SRR11904572	#b3cde3	Y
SRR11904573	#b3cde3	Y
SRR11904575	#b3cde3	Y
SRR11904583	#b3cde3	Y
SRR11904584	#b3cde3	Y
SRR11904585	#b3cde3	Y
SRR11904587	#b3cde3	Y
SRR11904591	#b3cde3	Y
SRR11904592	#b3cde3	Y
SRR11904593	#b3cde3	Y
SRR11904596	#b3cde3	Y
SRR11904598	#b3cde3	Y
SRR11904599	#b3cde3	Y
SRR11904600	#b3cde3	Y
SRR11904601	#b3cde3	Y
SRR11904602	#b3cde3	Y
SRR11904603	#b3cde3	Y
SRR11904604	#b3cde3	Y
SRR11904605	#b3cde3	Y
SRR11904606	#b3cde3	Y
SRR11904607	#b3cde3	Y
SRR11904608	#b3cde3	Y
SRR11904611	#b3cde3	Y
SRR11904613	#b3cde3	Y
SRR11904614	#b3cde3	Y
SRR11904616	#b3cde3	Y
SRR11904617	#b3cde3	Y
SRR11904618	#b3cde3	Y
SRR11904619	#b3cde3	Y
SRR11904620	#b3cde3	Y
SRR11904621	#b3cde3	Y
SRR11904622	#b3cde3	Y
SRR11904627	#b3cde3	Y
SRR11904633	#b3cde3	Y
SRR11904636	#b3cde3	Y
SRR11904637	#b3cde3	Y
SRR11904640	#b3cde3	Y
SRR11904641	#b3cde3	Y
SRR11904643	#b3cde3	Y
SRR11904644	#b3cde3	Y
SRR11904647	#b3cde3	Y
SRR11904649	#b3cde3	Y
SRR11904651	#b3cde3	Y
SRR11904653	#b3cde3	Y
SRR11904656	#b3cde3	Y
SRR11904657	#b3cde3	Y
SRR11904658	#b3cde3	Y
SRR11904659	#b3cde3	Y
SRR11904661	#b3cde3	Y
SRR11904662	#b3cde3	Y
SRR11904664	#b3cde3	Y
SRR11904667	#b3cde3	Y
SRR11904668	#b3cde3	Y
SRR11904670	#b3cde3	Y
SRR11904671	#b3cde3	Y
SRR11904673	#b3cde3	Y
SRR11904674	#b3cde3	Y
SRR11904675	#b3cde3	Y
SRR11904677	#b3cde3	Y
SRR11904680	#b3cde3	Y
SRR11904682	#b3cde3	Y
SRR11904684	#b3cde3	Y
SRR11904686	#b3cde3	Y
SRR11904688	#b3cde3	Y
SRR11904689	#b3cde3	Y
SRR11904691	#b3cde3	Y
SRR11904692	#b3cde3	Y
SRR11904693	#b3cde3	Y
SRR11904694	#b3cde3	Y
SRR11904704	#b3cde3	Y
SRR11904716	#b3cde3	Y
SRR11904726	#b3cde3	Y
SRR11904727	#b3cde3	Y
SRR11904729	#b3cde3	Y
SRR11904730	#b3cde3	Y
SRR11904731	#b3cde3	Y
SRR11904733	#b3cde3	Y
SRR11904736	#b3cde3	Y
SRR11904737	#b3cde3	Y
SRR11904739	#b3cde3	Y
SRR11904740	#b3cde3	Y
SRR11904742	#b3cde3	Y
SRR11904743	#b3cde3	Y
SRR11904745	#b3cde3	Y
SRR11904755	#b3cde3	Y
SRR11904764	#b3cde3	Y
SRR11904767	#b3cde3	Y
SRR11904768	#b3cde3	Y
SRR11904769	#b3cde3	Y
SRR11904770	#b3cde3	Y
SRR11904771	#b3cde3	Y
SRR11904772	#b3cde3	Y
SRR11904773	#b3cde3	Y
SRR11904774	#b3cde3	Y
SRR11904775	#b3cde3	Y
SRR11904781	#b3cde3	Y
SRR11904782	#b3cde3	Y
SRR11904785	#b3cde3	Y
SRR11904786	#b3cde3	Y
SRR11904787	#b3cde3	Y
SRR11904788	#b3cde3	Y
SRR11904790	#b3cde3	Y
SRR11904791	#b3cde3	Y
SRR11904797	#b3cde3	Y
SRR11904798	#b3cde3	Y
SRR11904799	#b3cde3	Y
SRR11904800	#b3cde3	Y
SRR11904801	#b3cde3	Y
SRR11904802	#b3cde3	Y
SRR11904803	#b3cde3	Y
SRR11904804	#b3cde3	Y
SRR11904805	#b3cde3	Y
SRR11904808	#b3cde3	Y
SRR11904809	#b3cde3	Y
SRR11904810	#b3cde3	Y
SRR11904812	#b3cde3	Y
SRR11904813	#b3cde3	Y
SRR11904814	#b3cde3	Y
SRR11904817	#b3cde3	Y
SRR11904818	#b3cde3	Y
SRR11904822	#b3cde3	Y
SRR11904833	#b3cde3	Y
SRR11904844	#b3cde3	Y
SRR11904845	#b3cde3	Y
SRR11904846	#b3cde3	Y
SRR11904848	#b3cde3	Y
SRR11904850	#b3cde3	Y
SRR11904852	#b3cde3	Y
SRR11904853	#b3cde3	Y
SRR11904854	#b3cde3	Y
SRR11904856	#b3cde3	Y
SRR11904858	#b3cde3	Y
SRR11904859	#b3cde3	Y
SRR11904861	#b3cde3	Y
SRR11904862	#b3cde3	Y
SRR11904863	#b3cde3	Y
SRR11904864	#b3cde3	Y
SRR11904865	#b3cde3	Y
SRR11904866	#b3cde3	Y
SRR11904867	#b3cde3	Y
SRR11904868	#b3cde3	Y
SRR11904869	#b3cde3	Y
SRR11904870	#b3cde3	Y
SRR11904872	#b3cde3	Y
SRR11904873	#b3cde3	Y
SRR11904874	#b3cde3	Y
SRR11904875	#b3cde3	Y
SRR11904878	#b3cde3	Y
SRR11904881	#b3cde3	Y
SRR11904883	#b3cde3	Y
SRR11904884	#b3cde3	Y
SRR11904886	#b3cde3	Y
SRR11904888	#b3cde3	Y
SRR11904890	#b3cde3	Y
SRR11904892	#b3cde3	Y
SRR11904893	#b3cde3	Y
SRR11904894	#b3cde3	Y
SRR11904895	#b3cde3	Y
SRR11904898	#b3cde3	Y
SRR11904901	#b3cde3	Y
SRR11904902	#b3cde3	Y
SRR11904903	#b3cde3	Y
SRR11904904	#b3cde3	Y
SRR11904906	#b3cde3	Y
SRR11904907	#b3cde3	Y
SRR11904908	#b3cde3	Y
SRR11904909	#b3cde3	Y
SRR11904912	#b3cde3	Y
SRR11904914	#b3cde3	Y
SRR11904916	#b3cde3	Y
SRR11904917	#b3cde3	Y
SRR11904919	#b3cde3	Y
SRR11904920	#b3cde3	Y
SRR11904922	#b3cde3	Y
SRR11904923	#b3cde3	Y
SRR11904924	#b3cde3	Y
SRR11904937	#b3cde3	Y
SRR11904938	#b3cde3	Y
SRR11904942	#b3cde3	Y
SRR11904944	#b3cde3	Y
SRR11904948	#b3cde3	Y
SRR11904949	#b3cde3	Y
SRR11904950	#b3cde3	Y
SRR11904954	#b3cde3	Y
